Date,City,Location_Type,Society_Project,Block_Sector,Size,Price_PKR,Price_Per_Marla_PKR,Development_Status,Year,Month,Days_Since_Start
10/10/2025,Rawalpindi,Residential,Grace Valley,Block A,5 Marla,2400000,480000,Under Development,2025,10,2091
1/10/2026,Rawalpindi,Residential,Grace Valley,Block A,5 Marla,2450000,490000,Under Development,2026,1,2183
3/1/2020,Islamabad,Residential,Faisal Town,Block B,10 Marla,5800000,580000,Fully Developed,2020,3,46
6/1/2020,Islamabad,Residential,Faisal Town,Block B,10 Marla,6400000,640000,Fully Developed,2020,6,138
9/1/2020,Islamabad,Residential,Faisal Town,Block B,10 Marla,7200000,720000,Fully Developed,2020,9,230
12/1/2020,Islamabad,Residential,Faisal Town,Block B,10 Marla,8000000,800000,Fully Developed,2020,12,321
3/1/2021,Islamabad,Residential,Faisal Town,Block B,10 Marla,9000000,900000,Fully Developed,2021,3,411
6/1/2021,Islamabad,Residential,Faisal Town,Block B,10 Marla,10200000,1020000,Fully Developed,2021,6,503
9/1/2021,Islamabad,Residential,Faisal Town,Block B,10 Marla,11400000,1140000,Fully Developed,2021,9,595
12/1/2021,Islamabad,Residential,Faisal Town,Block B,10 Marla,12500000,1250000,Fully Developed,2021,12,686
3/1/2022,Islamabad,Residential,Faisal Town,Block B,10 Marla,13500000,1350000,Fully Developed,2022,3,775
6/1/2022,Islamabad,Residential,Faisal Town,Block B,10 Marla,14500000,1450000,Fully Developed,2022,6,867
9/1/2022,Islamabad,Residential,Faisal Town,Block B,10 Marla,15500000,1550000,Fully Developed,2022,9,959
12/1/2022,Islamabad,Residential,Faisal Town,Block B,10 Marla,16000000,1600000,Fully Developed,2022,12,1050
3/1/2023,Islamabad,Residential,Faisal Town,Block B,10 Marla,16500000,1650000,Fully Developed,2023,3,1140
6/1/2023,Islamabad,Residential,Faisal Town,Block B,10 Marla,17000000,1700000,Fully Developed,2023,6,1232
9/1/2023,Islamabad,Residential,Faisal Town,Block B,10 Marla,17500000,1750000,Fully Developed,2023,9,1324
12/1/2023,Islamabad,Residential,Faisal Town,Block B,10 Marla,18000000,1800000,Fully Developed,2023,12,1415
3/1/2024,Islamabad,Residential,Faisal Town,Block B,10 Marla,18300000,1830000,Fully Developed,2024,3,1506
6/1/2024,Islamabad,Residential,Faisal Town,Block B,10 Marla,18500000,1850000,Fully Developed,2024,6,1598
9/1/2024,Islamabad,Residential,Faisal Town,Block B,10 Marla,18600000,1860000,Fully Developed,2024,9,1690
12/1/2024,Islamabad,Residential,Faisal Town,Block B,10 Marla,18700000,1870000,Fully Developed,2024,12,1781
3/1/2025,Islamabad,Residential,Faisal Town,Block B,10 Marla,18900000,1890000,Fully Developed,2025,3,1870
6/1/2025,Islamabad,Residential,Faisal Town,Block B,10 Marla,19100000,1910000,Fully Developed,2025,6,1962
9/1/2025,Islamabad,Residential,Faisal Town,Block B,10 Marla,19300000,1930000,Fully Developed,2025,9,2054
12/1/2025,Islamabad,Residential,Faisal Town,Block B,10 Marla,19500000,1950000,Fully Developed,2025,12,2145
3/1/2026,Islamabad,Residential,Faisal Town,Block B,10 Marla,19800000,1980000,Fully Developed,2026,3,2236
2/15/2020,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,1900000,190000,Under Development,2020,2,31
5/15/2020,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,2200000,220000,Under Development,2020,5,121
8/15/2020,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,2500000,250000,Under Development,2020,8,213
11/15/2020,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,2900000,290000,Under Development,2020,11,305
2/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,3300000,330000,Under Development,2021,2,397
5/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,3700000,370000,Under Development,2021,5,487
8/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,4000000,400000,Under Development,2021,8,579
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,4200000,420000,Under Development,2021,11,670
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,4300000,430000,Under Development,2022,2,762
5/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,4400000,440000,Under Development,2022,5,852
8/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,4000000,400000,Under Development,2022,8,944
11/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,3900000,390000,Under Development,2022,11,1035
2/15/2023,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,4000000,400000,Under Development,2023,2,1127
5/15/2023,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,4200000,420000,Under Development,2023,5,1217
8/15/2023,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,4400000,440000,Under Development,2023,8,1309
11/15/2023,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,4600000,460000,Under Development,2023,11,1400
2/15/2024,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,4800000,480000,Under Development,2024,2,1492
5/15/2024,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,5000000,500000,Under Development,2024,5,1582
8/15/2024,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,5200000,520000,Under Development,2024,8,1674
11/15/2024,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,5400000,540000,Under Development,2024,11,1765
2/15/2025,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,5600000,560000,Under Development,2025,2,1857
5/15/2025,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,5800000,580000,Under Development,2025,5,1947
8/15/2025,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,6000000,600000,Under Development,2025,8,2039
11/15/2025,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,6200000,620000,Under Development,2025,11,2130
2/15/2026,Rawalpindi,Residential,Faisal Hills,Block B,10 Marla,6400000,640000,Under Development,2026,2,2222
1/20/2020,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,1400000,140000,Under Development,2020,1,5
4/20/2020,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,1600000,160000,Under Development,2020,4,96
7/20/2020,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,1800000,180000,Under Development,2020,7,187
10/20/2020,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,2000000,200000,Under Development,2020,10,279
1/20/2021,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,2200000,220000,Under Development,2021,1,370
4/20/2021,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,2400000,240000,Under Development,2021,4,461
7/20/2021,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,2600000,260000,Under Development,2021,7,552
10/20/2021,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,2800000,280000,Under Development,2021,10,643
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,2950000,295000,Under Development,2022,1,735
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,3100000,310000,Under Development,2022,4,825
7/20/2022,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,3200000,320000,Under Development,2022,7,916
10/20/2022,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,3300000,330000,Under Development,2022,10,1008
1/20/2023,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,3400000,340000,Under Development,2023,1,1100
4/20/2023,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,3500000,350000,Under Development,2023,4,1190
7/20/2023,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,3600000,360000,Under Development,2023,7,1281
10/20/2023,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,3700000,370000,Under Development,2023,10,1372
1/20/2024,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,3800000,380000,Under Development,2024,1,1464
4/20/2024,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,3900000,390000,Under Development,2024,4,1555
7/20/2024,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,4000000,400000,Under Development,2024,7,1646
10/20/2024,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,4100000,410000,Under Development,2024,10,1737
1/20/2025,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,4200000,420000,Under Development,2025,1,1829
4/20/2025,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,4300000,430000,Under Development,2025,4,1919
7/20/2025,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,4400000,440000,Under Development,2025,7,2010
10/20/2025,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,4500000,450000,Under Development,2025,10,2101
1/20/2026,Rawalpindi,Residential,Grace Valley,Block B,10 Marla,4600000,460000,Under Development,2026,1,2193
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,4 Marla,2240000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,6 Marla,3360000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,7 Marla,3920000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,8 Marla,4480000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,9 Marla,5040000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,11 Marla,6160000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,12 Marla,6720000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,13 Marla,7280000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,14 Marla,7840000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,15 Marla,8400000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,16 Marla,8960000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,17 Marla,9520000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,18 Marla,10080000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,19 Marla,10640000,560000,Fully Developed,2020,1,0
1/15/2020,Islamabad,Residential,DHA Islamabad,Phase 2,20 Marla,11200000,560000,Fully Developed,2020,1,0
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,4 Marla,3200000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,6 Marla,4800000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,7 Marla,5600000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,8 Marla,6400000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,9 Marla,7200000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,11 Marla,8800000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,12 Marla,9600000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,13 Marla,10400000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,14 Marla,11200000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,15 Marla,12000000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,16 Marla,12800000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,17 Marla,13600000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,18 Marla,14400000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,19 Marla,15200000,800000,Fully Developed,2021,1,365
1/15/2021,Islamabad,Residential,DHA Islamabad,Phase 2,20 Marla,16000000,800000,Fully Developed,2021,1,365
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,4 Marla,4960000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,6 Marla,7440000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,7 Marla,8680000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,8 Marla,9920000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,9 Marla,11160000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,11 Marla,13640000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,12 Marla,14880000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,13 Marla,16120000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,14 Marla,17360000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,15 Marla,18600000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,16 Marla,19840000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,17 Marla,21080000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,18 Marla,22320000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,19 Marla,23560000,1240000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,DHA Islamabad,Phase 2,20 Marla,24800000,1240000,Fully Developed,2022,1,730
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,4 Marla,6720000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,6 Marla,10080000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,7 Marla,11760000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,8 Marla,13440000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,9 Marla,15120000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,11 Marla,18480000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,12 Marla,20160000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,13 Marla,21840000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,14 Marla,23520000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,15 Marla,25200000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,16 Marla,26880000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,17 Marla,28560000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,18 Marla,30240000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,19 Marla,31920000,1680000,Fully Developed,2023,1,1095
1/15/2023,Islamabad,Residential,DHA Islamabad,Phase 2,20 Marla,33600000,1680000,Fully Developed,2023,1,1095
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,4 Marla,7480000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,6 Marla,11220000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,7 Marla,13090000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,8 Marla,14960000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,9 Marla,16830000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,11 Marla,20570000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,12 Marla,22440000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,13 Marla,24310000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,14 Marla,26180000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,15 Marla,28050000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,16 Marla,29920000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,17 Marla,31790000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,18 Marla,33660000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,19 Marla,35530000,1870000,Fully Developed,2024,1,1460
1/15/2024,Islamabad,Residential,DHA Islamabad,Phase 2,20 Marla,37400000,1870000,Fully Developed,2024,1,1460
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,4 Marla,7600000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,6 Marla,11400000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,7 Marla,13300000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,8 Marla,15200000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,9 Marla,17100000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,11 Marla,20900000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,12 Marla,22800000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,13 Marla,24700000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,14 Marla,26600000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,15 Marla,28500000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,16 Marla,30400000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,17 Marla,32300000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,18 Marla,34200000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,19 Marla,36100000,1900000,Fully Developed,2025,1,1825
1/15/2025,Islamabad,Residential,DHA Islamabad,Phase 2,20 Marla,38000000,1900000,Fully Developed,2025,1,1825
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,4 Marla,8280000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,6 Marla,12420000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,7 Marla,14490000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,8 Marla,16560000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,9 Marla,18630000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,11 Marla,22770000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,12 Marla,24840000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,13 Marla,26910000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,14 Marla,28980000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,15 Marla,31050000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,16 Marla,33120000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,17 Marla,35190000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,18 Marla,37260000,2070000,Fully Developed,2026,1,2190
1/15/2026,Islamabad,Residential,DHA Islamabad,Phase 2,19 Marla,39330000,2070000,Fully Developed,2026,1,2190
